quotation_id,quotation_date,print_category,quantity,standard_size,width,height,paper_type,gsm,colour_mode,sides,page_count,finishing_type,urgency,delivery_requirement,printing_cost,finishing_cost,delivery_cost,total_price,location,data_source,access_date,data_type
SYN-0477,,document printout,5,A4,,,copy paper,80.0,black and white,single-sided,10.0,none,standard,self-collection,484.12,0.0,0.0,474.44,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0478,,document printout,2,A4,,,copy paper,80.0,black and white,double-sided,10.0,none,standard,delivery,234.84,0.0,350.0,582.49,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0479,,lamination,250,A4,,,laminating film,,,double-sided,1.0,cold lamination,standard,island-wide courier,0.0,6524.6,650.0,7305.09,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0480,,photo printing,1,6R,,,matte photo paper,230.0,full colour,single-sided,1.0,matte finish,urgent (1-2 days),self-collection,267.94,0.0,0.0,312.42,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0481,,lamination,2,A5,,,laminating film,,,single-sided,1.0,lamination,standard,delivery,0.0,42.06,350.0,394.58,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0482,,photo printing,50,4R,,,gloss photo paper,260.0,full colour,single-sided,1.0,gloss finish,urgent (1-2 days),self-collection,3074.87,0.0,0.0,3450.0,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0483,,photocopy,250,A5,,,copy paper,80.0,full colour,single-sided,1.0,none,standard,delivery,3745.19,0.0,350.0,4132.65,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0484,,spiral binding,3,A4,,,copy paper,80.0,,,200.0,spiral binding,standard,island-wide courier,0.0,492.25,650.0,1161.94,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0485,,photocopy,5,A3,,,copy paper,80.0,full colour,double-sided,1.0,none,standard,delivery,339.42,0.0,350.0,696.21,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0486,,photocopy,500,A5,,,copy paper,80.0,black and white,single-sided,1.0,none,urgent (1-2 days),island-wide courier,4768.38,0.0,650.0,5895.22,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0487,,photocopy,500,A4,,,copy paper,80.0,full colour,single-sided,1.0,none,standard,self-collection,11516.93,0.0,0.0,11747.27,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0488,,document printout,2,A3,,,copy paper,80.0,full colour,single-sided,5.0,none,standard,delivery,580.04,0.0,350.0,924.24,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0489,,photo printing,12,5R,,,matte photo paper,230.0,full colour,single-sided,1.0,matte finish,standard,self-collection,1567.99,0.0,0.0,1552.31,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0490,,photocopy,250,Legal,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,3610.62,0.0,0.0,3755.04,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0491,,document printout,50,A4,,,copy paper,80.0,black and white,double-sided,100.0,none,standard,delivery,37026.96,0.0,350.0,37747.23,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0492,,lamination,50,A4,,,laminating film,,,single-sided,1.0,lamination,urgent (1-2 days),self-collection,0.0,1369.07,0.0,1490.92,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0493,,photocopy,500,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,2750.31,0.0,0.0,2805.32,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0494,,spiral binding,1,A4,,,copy paper,80.0,,,150.0,spiral binding,rush (same/next day),island-wide courier,0.0,133.36,650.0,813.23,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0495,,document printout,50,A4,,,copy paper,80.0,black and white,single-sided,100.0,none,standard,self-collection,40570.12,0.0,0.0,39758.72,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0496,,document printout,2,A4,,,copy paper,80.0,black and white,single-sided,200.0,none,urgent (1-2 days),self-collection,4869.1,0.0,0.0,5302.45,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0497,,document printout,5,A5,,,copy paper,80.0,full colour,double-sided,100.0,none,standard,self-collection,10237.17,0.0,0.0,10134.8,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0498,,photo printing,10,8R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,urgent (1-2 days),self-collection,3014.96,0.0,0.0,3250.13,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0499,,photo printing,6,6R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,rush (same/next day),self-collection,1416.29,0.0,0.0,1767.54,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0500,,photocopy,5,A5,,,copy paper,80.0,full colour,single-sided,1.0,none,standard,delivery,136.26,0.0,350.0,483.53,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0501,,document printout,10,A4,,,copy paper,80.0,black and white,single-sided,2.0,none,standard,delivery,272.24,0.0,350.0,624.96,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0502,,lamination,2,A4,,,laminating film,,,single-sided,1.0,cold lamination,standard,island-wide courier,0.0,54.64,650.0,706.83,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0503,,lamination,50,4R,,,laminating film,,,double-sided,1.0,lamination,standard,self-collection,0.0,954.12,0.0,944.57,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0504,,lamination,10,A4,,,laminating film,,,single-sided,1.0,cold lamination,rush (same/next day),self-collection,0.0,271.8,0.0,322.89,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0505,,document printout,1,A5,,,copy paper,80.0,full colour,single-sided,2.0,none,standard,self-collection,69.92,0.0,0.0,71.32,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0506,,lamination,250,A4,,,laminating film,,,single-sided,1.0,cold lamination,urgent (1-2 days),delivery,0.0,6077.23,350.0,7436.06,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0507,,spiral binding,20,A4,,,copy paper,80.0,,,100.0,spiral binding,standard,island-wide courier,0.0,1859.02,650.0,2490.43,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0508,,spiral binding,20,A4,,,copy paper,80.0,,,100.0,spiral binding,standard,delivery,0.0,1887.47,350.0,2256.35,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0509,,document printout,10,A4,,,copy paper,80.0,black and white,single-sided,100.0,none,standard,island-wide courier,10468.25,0.0,650.0,11536.98,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0510,,document printout,2,A4,,,colour paper,80.0,full colour,single-sided,200.0,none,standard,self-collection,12453.98,0.0,0.0,12578.52,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0511,,document printout,10,A5,,,copy paper,80.0,full colour,single-sided,5.0,none,standard,self-collection,1027.73,0.0,0.0,1038.01,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0512,,photocopy,10,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,91.43,0.0,0.0,92.34,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0513,,photo printing,5,6R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,standard,delivery,1101.77,0.0,350.0,1495.85,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0514,,document printout,2,Legal,,,copy paper,80.0,black and white,single-sided,100.0,none,standard,self-collection,2608.88,0.0,0.0,2713.24,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0515,,spiral binding,2,A4,,,copy paper,80.0,,,150.0,spiral binding,standard,self-collection,0.0,245.93,0.0,241.01,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0516,,spiral binding,5,A4,,,copy paper,80.0,,,250.0,spiral binding,urgent (1-2 days),delivery,0.0,879.23,350.0,1297.81,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0517,,document printout,1,A4,,,copy paper,80.0,full colour,single-sided,200.0,none,urgent (1-2 days),self-collection,7925.81,0.0,0.0,8544.03,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0518,,document printout,1,A5,,,copy paper,80.0,black and white,double-sided,200.0,none,urgent (1-2 days),delivery,1752.69,0.0,350.0,2258.67,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0519,,photocopy,10,A5,,,copy paper,80.0,full colour,double-sided,1.0,none,standard,self-collection,437.51,0.0,0.0,455.01,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0520,,photocopy,50,Legal,,,copy paper,80.0,black and white,double-sided,1.0,none,rush (same/next day),island-wide courier,1191.86,0.0,650.0,2094.53,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0521,,lamination,5,A4,,,laminating film,,,double-sided,1.0,lamination,standard,delivery,0.0,170.31,350.0,527.12,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0522,,document printout,10,A3,,,copy paper,80.0,full colour,single-sided,2.0,none,standard,self-collection,1267.88,0.0,0.0,1255.2,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0523,,photocopy,5,A3,,,copy paper,80.0,black and white,single-sided,1.0,none,urgent (1-2 days),self-collection,91.9,0.0,0.0,101.09,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0524,,spiral binding,5,A4,,,copy paper,80.0,,,150.0,spiral binding,standard,self-collection,0.0,601.73,0.0,613.76,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0525,,spiral binding,20,A4,,,copy paper,80.0,,,50.0,spiral binding,standard,island-wide courier,0.0,1503.25,650.0,2213.38,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0526,,document printout,1,A4,,,copy paper,80.0,full colour,single-sided,100.0,none,standard,self-collection,2683.39,0.0,0.0,2629.72,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0527,,document printout,50,A4,,,copy paper,80.0,black and white,double-sided,5.0,none,urgent (1-2 days),self-collection,2381.62,0.0,0.0,2619.78,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0528,,photocopy,20,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,rush (same/next day),self-collection,175.66,0.0,0.0,210.79,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0529,,document printout,2,A4,,,copy paper,80.0,full colour,single-sided,100.0,none,urgent (1-2 days),delivery,5972.78,0.0,350.0,6985.76,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0530,,lamination,5,A4,,,laminating film,,,double-sided,1.0,cold lamination,standard,self-collection,0.0,161.8,0.0,168.27,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0531,,photocopy,250,A3,,,copy paper,80.0,black and white,single-sided,1.0,none,urgent (1-2 days),self-collection,6090.74,0.0,0.0,6766.82,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0532,,document printout,10,A5,,,copy paper,80.0,black and white,double-sided,50.0,none,standard,island-wide courier,3793.01,0.0,650.0,4594.73,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0533,,spiral binding,20,A4,,,copy paper,80.0,,,150.0,spiral binding,urgent (1-2 days),self-collection,0.0,2342.34,0.0,2550.81,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0534,,spiral binding,2,A4,,,copy paper,80.0,,,200.0,spiral binding,standard,island-wide courier,0.0,295.85,650.0,957.68,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0535,,photo printing,12,4R,,,matte photo paper,260.0,full colour,single-sided,1.0,matte finish,urgent (1-2 days),island-wide courier,822.51,0.0,650.0,1563.81,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0536,,photocopy,5,A4,,,copy paper,80.0,black and white,double-sided,1.0,none,standard,self-collection,112.01,0.0,0.0,109.77,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0537,,document printout,10,A3,,,copy paper,80.0,black and white,single-sided,2.0,none,rush (same/next day),self-collection,387.2,0.0,0.0,459.99,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0538,,document printout,50,A4,,,copy paper,80.0,black and white,double-sided,2.0,none,standard,delivery,921.13,0.0,350.0,1280.35,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0539,,document printout,50,A4,,,copy paper,80.0,full colour,double-sided,5.0,none,standard,delivery,9982.19,0.0,350.0,10531.83,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0540,,photocopy,10,A5,,,copy paper,80.0,full colour,double-sided,1.0,none,urgent (1-2 days),self-collection,283.8,0.0,0.0,309.06,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0541,,photocopy,5,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,69.1,0.0,0.0,69.79,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0542,,photo printing,2,4R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,standard,self-collection,233.78,0.0,0.0,247.81,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0543,,photo printing,5,10R,,,matte photo paper,260.0,full colour,single-sided,1.0,matte finish,standard,delivery,2881.4,0.0,350.0,3202.58,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0544,,spiral binding,10,A4,,,copy paper,80.0,,,150.0,spiral binding,standard,delivery,0.0,1234.92,350.0,1659.02,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0545,,photo printing,2,10R,,,matte photo paper,260.0,full colour,single-sided,1.0,matte finish,standard,self-collection,1171.0,0.0,0.0,1194.42,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0546,,document printout,5,A4,,,copy paper,80.0,black and white,single-sided,10.0,none,urgent (1-2 days),self-collection,495.29,0.0,0.0,555.71,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0547,,photo printing,1,4R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,urgent (1-2 days),self-collection,128.72,0.0,0.0,150.08,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0548,,lamination,2,A4,,,laminating film,,,double-sided,1.0,cold lamination,urgent (1-2 days),self-collection,0.0,61.75,0.0,68.6,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0549,,photo printing,20,8R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,standard,delivery,5553.45,0.0,350.0,6014.52,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0550,,lamination,1,A4,,,laminating film,,,double-sided,1.0,lamination,rush (same/next day),self-collection,0.0,29.45,0.0,34.98,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0551,,lamination,50,A4,,,laminating film,,,single-sided,1.0,cold lamination,standard,self-collection,0.0,1369.26,0.0,1424.03,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0552,,document printout,10,A4,,,copy paper,80.0,full colour,single-sided,2.0,none,standard,delivery,627.79,0.0,350.0,977.79,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0553,,spiral binding,20,A4,,,copy paper,80.0,,,250.0,spiral binding,standard,delivery,0.0,3387.47,350.0,3703.6,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0554,,document printout,1,A4,,,copy paper,80.0,full colour,single-sided,20.0,none,standard,self-collection,714.94,0.0,0.0,729.24,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0555,,spiral binding,1,A4,,,copy paper,80.0,,,50.0,spiral binding,standard,delivery,0.0,85.37,350.0,434.52,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0556,,lamination,2,A3,,,laminating film,,,single-sided,1.0,cold lamination,standard,delivery,0.0,113.13,350.0,463.13,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0557,,photocopy,100,A4,,,copy paper,80.0,full colour,single-sided,1.0,none,urgent (1-2 days),self-collection,4340.42,0.0,0.0,4822.2,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0558,,document printout,10,A4,,,copy paper,80.0,full colour,single-sided,5.0,none,standard,self-collection,1389.66,0.0,0.0,1445.24,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0559,,document printout,20,A4,,,copy paper,80.0,black and white,single-sided,200.0,none,standard,island-wide courier,43200.56,0.0,650.0,44714.57,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0560,,spiral binding,5,A4,,,copy paper,80.0,,,300.0,spiral binding,standard,self-collection,0.0,1000.73,0.0,1040.76,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0561,,document printout,2,A4,,,copy paper,80.0,black and white,double-sided,1.0,none,standard,delivery,18.77,0.0,350.0,369.53,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0562,,photo printing,2,4R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,standard,island-wide courier,230.65,0.0,650.0,878.34,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0563,,document printout,2,A4,,,copy paper,80.0,black and white,double-sided,5.0,none,rush (same/next day),self-collection,114.63,0.0,0.0,136.18,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0564,,photo printing,50,6R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,standard,self-collection,8491.85,0.0,0.0,8406.93,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0565,,photocopy,20,A5,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,201.17,0.0,0.0,199.16,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0566,,photo printing,2,8x12,,,matte photo paper,230.0,full colour,single-sided,1.0,matte finish,standard,self-collection,997.87,0.0,0.0,1007.85,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0567,,photocopy,10,A3,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,island-wide courier,201.41,0.0,650.0,849.39,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0568,,photo printing,12,4R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,standard,delivery,824.14,0.0,350.0,1157.66,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0569,,photo printing,20,8x12,,,matte photo paper,230.0,full colour,single-sided,1.0,matte finish,rush (same/next day),island-wide courier,8213.74,0.0,650.0,10407.92,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0570,,lamination,2,4R,,,laminating film,,,single-sided,1.0,cold lamination,rush (same/next day),self-collection,0.0,40.1,0.0,47.63,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0571,,photo printing,12,5R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,standard,self-collection,1613.0,0.0,0.0,1596.87,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0572,,photocopy,500,A3,,,copy paper,80.0,full colour,double-sided,1.0,none,standard,delivery,43468.03,0.0,350.0,44687.39,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0573,,spiral binding,20,A4,,,copy paper,80.0,,,300.0,spiral binding,standard,self-collection,0.0,3663.7,0.0,3883.52,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0574,,photocopy,10,Legal,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,island-wide courier,181.06,0.0,650.0,831.06,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0575,,document printout,1,Legal,,,copy paper,80.0,black and white,double-sided,100.0,none,rush (same/next day),self-collection,1077.95,0.0,0.0,1280.6,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0576,,lamination,25,A3,,,laminating film,,,single-sided,1.0,lamination,standard,self-collection,0.0,1145.74,0.0,1191.57,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0577,,document printout,10,A4,,,copy paper,80.0,full colour,double-sided,2.0,none,standard,island-wide courier,490.56,0.0,650.0,1145.47,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0578,,spiral binding,3,A4,,,copy paper,80.0,,,200.0,spiral binding,standard,self-collection,0.0,487.9,0.0,478.15,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0579,,document printout,10,A4,,,copy paper,80.0,black and white,single-sided,50.0,none,standard,delivery,5583.37,0.0,350.0,6156.71,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0580,,photocopy,100,A5,,,copy paper,80.0,black and white,double-sided,1.0,none,urgent (1-2 days),self-collection,819.34,0.0,0.0,910.29,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0581,,lamination,250,A3,,,laminating film,,,single-sided,1.0,lamination,standard,island-wide courier,0.0,10725.29,650.0,12018.81,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0582,,lamination,5,A4,,,laminating film,,,double-sided,1.0,cold lamination,urgent (1-2 days),self-collection,0.0,144.74,0.0,157.62,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0583,,photocopy,250,A4,,,copy paper,80.0,full colour,single-sided,1.0,none,rush (same/next day),island-wide courier,8155.61,0.0,650.0,10338.87,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0584,,photocopy,1000,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,urgent (1-2 days),delivery,7888.43,0.0,350.0,9547.91,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0585,,spiral binding,1,A4,,,copy paper,80.0,,,200.0,spiral binding,urgent (1-2 days),island-wide courier,0.0,155.25,650.0,827.6,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0586,,document printout,1,A5,,,copy paper,80.0,full colour,double-sided,20.0,none,standard,self-collection,599.67,0.0,0.0,623.66,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0587,,document printout,20,A4,,,copy paper,80.0,full colour,single-sided,100.0,none,urgent (1-2 days),self-collection,68480.87,0.0,0.0,73822.38,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0588,,spiral binding,3,A3,,,copy paper,80.0,,,150.0,spiral binding,rush (same/next day),self-collection,0.0,647.24,0.0,776.69,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0589,,photo printing,50,8x12,,,gloss photo paper,260.0,full colour,single-sided,1.0,gloss finish,standard,self-collection,20210.79,0.0,0.0,20210.79,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0590,,document printout,10,A5,,,copy paper,80.0,black and white,single-sided,50.0,none,urgent (1-2 days),self-collection,3848.03,0.0,0.0,4275.16,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
